artist_name,album_name,song_name,song_popularity,song_duration_ms,song_danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song_genre
Lavell Crawford,New Look Same Funny! Extended Edition,Qt Dogs,22,63112,0.65,0.823,2,-11.148,1,0.933,0.804,0,0.5,0.183,103.473,3,comedy
"Joey ""CoCo"" Diaz",Sociably Unacceptable,Consequences,21,207092,0.653,0.623,8,-12.559,0,0.927,0.796,0,0.794,0.677,119.08,3,comedy
Mike DeStefano,OK Karma,Lead Finger,21,104626,0.702,0.669,1,-8.58,0,0.938,0.771,0,0.863,0.682,80.893,4,comedy
Keith Alberstadt,Walk It Off,Creepy Smile,21,56490,0.524,0.756,8,-12.18,1,0.916,0.82,2.92E-06,0.792,0.383,89.874,1,comedy
Dirt Nasty,Dirt Nasty,Cracker Ass Fantastic,22,207586,0.677,0.63,6,-9.64,1,0.789,0.134,0,0.1,0.711,70.581,4,comedy
Ian Bagg,Conversations,The Intern,21,257184,0.43,0.902,5,-10.702,1,0.925,0.932,5.11E-06,0.93,0.238,95.233,3,comedy
Eddie Della Siepe,Little Jerk,Teens Are Cooler Than Me,21,127856,0.604,0.482,11,-14.063,0,0.948,0.873,0,0.848,0.651,82.015,4,comedy
Jon Reep,Ginger Beard Man,At the Movies,21,72115,0.576,0.888,4,-15.32,0,0.85,0.863,8.67E-06,0.778,0.0399,117.168,1,comedy
Billy Connolly,An Audience With Billy Connolly,Folk Music,21,280400,0.514,0.912,0,-11.711,0,0.934,0.872,0,0.965,0.297,113.943,3,comedy
Louis Katz,If These Balls Could Talk,Chanukah,20,189480,0.551,0.862,4,-5.239,0,0.791,0.805,0,0.884,0.603,81.038,4,comedy
Adam Ferrara,Funny as Hell,Moth Balls and Disappointment,20,278640,0.515,0.821,8,-14.115,1,0.902,0.857,0,0.924,0.118,130.348,1,comedy
Craig Shoemaker,Daditude,Political Correctness,20,280493,0.633,0.942,9,-8.132,1,0.92,0.861,6.35E-06,0.878,0.126,84.144,5,comedy
Rhod Gilbert,"Just for Laughs - The Archives, Vol. 8",Shopping with a Girl (Jfl 2005),22,116282,0.554,0.777,4,-15.467,1,0.955,0.458,0,0.864,0.153,92.461,4,comedy
Ari Shaffir,Passive Aggressive,Cars Passing You,21,87052,0.62,0.717,1,-10.788,1,0.747,0.887,0,0.747,0.873,114.973,4,comedy
Matt McCarthy,Sober Dad,Pro Wrestling Fan Vs the Rules,21,111187,0.682,0.519,2,-9.513,1,0.933,0.893,1.96E-06,0.339,0.697,80.106,1,comedy
Rachel Feinstein,Thug Tears,Broads in The '40s,23,65991,0.68,0.778,6,-6.257,1,0.567,0.843,0,0.587,0.823,124.028,4,comedy
Louie Anderson,Big Underwear,Growing up Broke,22,94431,0.508,0.912,6,-8.536,0,0.925,0.547,0,0.87,0.135,100.524,3,comedy
Jim Florentine,Terrorizing Telemarketers 7,Ok?,21,136027,0.702,0.467,11,-12.557,1,0.91,0.972,0,0.61,0.508,79.179,4,comedy
Big Jay Oakerson,Live at Webster Hall,Dicks Pt II (Real Dad),20,239266,0.398,0.833,1,-13.308,0,0.948,0.91,0,0.719,0.201,82.474,4,comedy
Tom Cotter,Wise Ass,Liquored Up,21,261800,0.625,0.917,1,-6.109,1,0.757,0.775,0,0.916,0.623,106.335,5,comedy
Darryl Lenox,Super Bloom,Single Now,21,338934,0.633,0.453,2,-10.159,1,0.922,0.885,0,0.737,0.7,93.604,4,comedy
1 Trait Danger,1 Trait Bangers,BACK UP (He's the Man),21,204000,0.693,0.679,9,-5.452,1,0.43,0.0727,0,0.176,0.693,159.9,4,comedy
Lee Mack,"Just for Laughs: The Archives, Vol. 50",The Chicken (Jfl 2003),22,242342,0.495,0.724,8,-15.182,1,0.949,0.874,0,0.876,0.143,164.387,3,comedy
Willie Barcena,Hey!they'rejust Jokes!,Potheads,21,147173,0.457,0.756,8,-17.516,1,0.908,0.837,2.52E-05,0.696,0.144,97.035,4,comedy
Jesse Joyce,Joyce To The World,The Marathon,21,63786,0.59,0.429,3,-16.403,0,0.925,0.814,0,0.696,0.783,81.491,1,comedy
Ryan Sickler,Above Ground Cool,Public Restroom Attendant,20,154788,0.491,0.887,9,-7.859,0,0.862,0.774,0,0.699,0.421,131.207,5,comedy
Gary Gulman,The Great Depresh,School Football,20,179261,0.543,0.464,10,-13.817,1,0.949,0.882,0,0.68,0.478,61.759,4,comedy
Mike Epps,Under Rated... Never Faded & X-Rated,Cougar Sex,22,147831,0.529,0.691,1,-14.703,1,0.904,0.878,0,0.852,0.0793,112.517,3,comedy
Tom Papa,Human Mule,Dating Businesses,20,280322,0.605,0.675,1,-14.38,1,0.956,0.729,0,0.682,0.287,102.774,3,comedy
Whitney Cummings,Money Shot,Fighting with Women / Just Don't,20,140120,0.65,0.85,7,-7.908,1,0.812,0.887,0,0.789,0.558,122.03,3,comedy
Martin Short,Fame Becomes Me (Original Broadway Cast Recording),All I Ask (Is You Love Me),21,101080,0.64,0.515,5,-4.496,1,0.115,0.519,0,0.87,0.615,107.239,4,comedy
Steve Martin;Steep Canyon Rangers;Paul McCartney,Rare Bird Alert,Best Love,22,261640,0.655,0.486,9,-10.748,1,0.0258,0.785,0.000255,0.0854,0.802,104.997,4,comedy
Jesse Joyce,Joyce To The World,The Squirley Coke Eyes,20,182106,0.478,0.633,10,-15.536,1,0.908,0.755,0,0.521,0.42,89.421,3,comedy
Robert Schimmel,Life Since Then,One Ball,20,203346,0.548,0.583,1,-18.097,1,0.937,0.881,0,0.402,0.215,129.294,3,comedy
David Cross,"Oh, Come On",A Couples Colonic?!,21,288509,0.702,0.436,9,-17.752,0,0.948,0.282,0,0.649,0.347,60.078,4,comedy
Michael McIntyre,"Just for Laughs: The Archives, Vol. 19",Parenthood Perks (Jfl 2007),21,279312,0.65,0.531,10,-19.06,1,0.943,0.747,0,0.754,0.375,91.122,3,comedy
Anjelah Johnson,The Homecoming Show,Wwf,21,133248,0.58,0.73,11,-12.002,1,0.936,0.758,0,0.373,0.437,105.283,3,comedy
Robert Schimmel,Life Since Then,Siegfried and Roy,20,206080,0.555,0.607,1,-17.166,1,0.946,0.894,0,0.462,0.279,128.665,5,comedy
Rhod Gilbert,Rhod Gilbert and The Award-Winning Mince Pie,Knutsford Services,21,454574,0.456,0.881,10,-9.689,0,0.939,0.825,0,0.797,0.548,79.484,4,comedy
Sean Lock,"Just for Laughs - The Archives, Vol. 73",One-Liners - Obesity Pill (Jfl 2001),21,264097,0.467,0.628,3,-22.085,1,0.925,0.835,0,0.975,0.0569,72.577,5,comedy
David Crowe,Dry Bar Comedy Presents: White Bread,Pediatric Anesthesiologist,22,105672,0.457,0.678,10,-16.623,0,0.934,0.713,0,0.906,0.505,76.778,3,comedy
Rodney Carrington,Morning Wood,Carlos - Live,22,301426,0.464,0.522,0,-14.102,1,0.932,0.829,0,0.878,0.472,50.916,4,comedy
Chingo Bling,The Menudo Mix,Menudo Menudo,23,192328,0.64,0.659,4,-5.623,0,0.195,0.323,0,0.8,0.802,180.059,4,comedy
Patton Oswalt,Finest Hour,The Horror of New York City,22,900066,0.607,0.93,1,-4.449,1,0.904,0.778,0,0.974,0.244,107.967,4,comedy
Kathleen Madigan,Bothering Jesus,Fit Bit / Ambien,22,172239,0.462,0.917,9,-6.561,1,0.574,0.734,0,0.79,0.367,106.44,4,comedy
Kevin Bloody Wilson,Klassic Kev,Me Beer's Cut Off,22,211600,0.715,0.727,2,-4.491,1,0.0582,0.447,0,0.0793,0.646,123.065,4,comedy
Kathleen Madigan,Shallow Happy Thoughts For The Soul,Politics,21,314546,0.64,0.173,1,-26.105,1,0.94,0.822,0,0.972,0.408,105.574,4,comedy
Kathleen Madigan,Bothering Jesus,Bacon / Skin Cancer,22,205347,0.492,0.847,6,-6.589,0,0.563,0.761,0,0.872,0.513,94.924,5,comedy
Kevin Hart;Nick Jonas,Kevin Hart: What Now? (The Mixtape Presents Chocolate Droppa) [Original Motion Picture Soundtrack],Sunday Morning,36,174779,0.659,0.555,11,-6.35,1,0.0541,0.28,0,0.0948,0.445,85.035,4,comedy
Darryl Lenox,Blind Ambition,Politics Don't Affect Me,21,103280,0.546,0.703,9,-10.143,1,0.948,0.789,0,0.891,0.199,87.692,4,comedy
Louie Anderson,Big Underwear,Amazon Prime,21,140605,0.365,0.965,0,-10.515,0,0.904,0.714,0,0.902,0.0362,82.561,4,comedy
Michael Colyar,Michael Colyar's Back,Old Joke Alert,21,141222,0.647,0.716,7,-9.447,1,0.956,0.762,0,0.923,0.509,83.419,3,comedy
Muck Sticky,Man in Pajamas,In Ya Neighborhood,21,196475,0.866,0.391,1,-4.847,1,0.119,0.0529,0,0.0469,0.524,67.463,4,comedy
Michael Colyar,Before They Were Kings Vol. 2,Catholic & The Devil,21,111326,0.522,0.875,10,-11.813,0,0.869,0.876,0,0.678,0.509,96.044,3,comedy
Pink Guy,Pink Season,Hentai,39,89173,0.717,0.333,5,-10.49,1,0.409,0.693,1.63E-05,0.606,0.287,70.304,3,comedy
Ian Edwards,100% Half-Assed,Self-Defense,21,90261,0.562,0.595,11,-12.718,1,0.952,0.738,0,0.677,0.657,177.64,4,comedy
Ryan Stout,Touché,Logic,20,149506,0.526,0.837,1,-8.339,0,0.901,0.738,2.01E-06,0.676,0.363,102.971,3,comedy
Jay Pharoah,Can I Be Me?,Oh Lord,21,160493,0.705,0.485,0,-10.997,1,0.903,0.815,0,0.892,0.545,110.157,3,comedy
Ryan Sickler,Above Ground Cool,Uncle Ronny,20,80947,0.499,0.692,10,-9.879,1,0.881,0.822,0,0.535,0.442,136.758,5,comedy
Eddie Della Siepe,Little Jerk,Sleep on It,21,124827,0.727,0.489,1,-12.389,1,0.954,0.84,0,0.899,0.726,77.549,4,comedy
Nick Swardson,Taste It,Booze,22,300839,0.465,0.932,6,-7.231,1,0.912,0.673,0,0.777,0.115,87.449,4,comedy
Ryan Belleville,Friday Late Show,Cute Hobbit or Alcoholic Goblin,20,92763,0.469,0.621,11,-16.412,1,0.903,0.962,0,0.485,0.619,70.725,4,comedy
Nick Swardson,Taste It,Night Clubs,21,235073,0.475,0.897,2,-6.91,1,0.921,0.701,0,0.909,0.125,81.269,4,comedy
Ian Edwards,"Live Nude Comedy, Vol. 1",Stranded With Herpes,20,290165,0.614,0.419,6,-23.62,0,0.942,0.681,0,0.898,0.253,61.306,4,comedy
Andy Griffith,American Originals (Remastered),The Fishin' Hole - Remastered 1993,44,116533,0.625,0.34,0,-10.678,1,0.0826,0.687,0,0.111,0.921,172.018,3,comedy
Jeff Allen,Three Word Vocabulary,Teaching Teen to Drive,21,105800,0.562,0.829,1,-16.165,1,0.948,0.775,0,0.947,0.21,76.379,1,comedy
Matt Braunger,Big Dumb Animal,Mall Therapist,20,160826,0.69,0.678,4,-10.954,1,0.934,0.816,0,0.772,0.585,110.268,5,comedy
Artie Lange,The Stench of Failure,Mental Institution Scrabble,21,233501,0.5,0.921,8,-4.749,1,0.927,0.701,0,0.96,0.589,60.03,5,comedy
Ben Bailey,Road Rage...and Accidental Ornithology,Something to Fall Back On,21,159204,0.499,0.806,1,-18.221,1,0.921,0.689,0,0.533,0.0657,104.027,4,comedy
"Joey ""CoCo"" Diaz",Sociably Unacceptable,The Bidet,21,133846,0.654,0.657,11,-11.954,0,0.936,0.802,0,0.818,0.854,83.88,4,comedy
Pablo Francisco,Knee To The Groin,Aaron Neville / R&B Music,20,193066,0.536,0.572,6,-17.518,1,0.909,0.786,0,0.734,0.426,95.042,4,comedy
D.L. Hughley,Notes from the G.E.D. Section,Online Dating,20,565720,0.511,0.858,10,-10.218,0,0.919,0.767,0,0.875,0.236,111.387,3,comedy
Andy Parsons,Live & Unleashed But Naturally Cautious,You're One in 4 Billion,21,106186,0.445,0.658,2,-17.232,1,0.939,0.818,0,0.641,0.42,173.925,4,comedy
Jeff Allen,Three Word Vocabulary,Roaster Chicken (Redux),21,330746,0.487,0.707,5,-16.705,1,0.944,0.715,0,0.92,0.269,86.618,3,comedy
"""Weird Al"" Yankovic",Polka Party,Good Enough for Now,22,183333,0.661,0.412,3,-13.015,1,0.0291,0.0475,0,0.209,0.855,130.758,4,comedy
Caroline Rhea,What Is It You Can't Face?,Bad Luck At Zoos,20,222733,0.548,0.753,8,-12.251,1,0.909,0.772,0,0.771,0.562,73.241,3,comedy
Ralphie May,Just Correct,Kobe,21,306686,0.522,0.668,10,-17.228,0,0.883,0.816,0,0.965,0.385,117.786,3,comedy
Ralphie May,Just Correct,Tough Day to Be Black,21,218412,0.53,0.742,5,-14.897,0,0.915,0.893,0,0.89,0.491,108.281,4,comedy
Rodney Carrington,Morning Wood,More Of A Man,21,160026,0.564,0.437,4,-14.237,1,0.161,0.616,0,0.337,0.747,175.27,4,comedy
The Lancashire Hotpots,A Hard Days Pint,The Perfect Pint,22,106066,0.623,0.598,6,-9.846,0,0.348,0.452,0,0.21,0.961,116.458,5,comedy
Andy Hendrickson,Dry Bar Comedy Presents: Left Field,Half Marathon,21,143208,0.503,0.725,6,-15.996,1,0.929,0.666,0,0.951,0.419,126.326,5,comedy
Joe Zimmerman,Smiling at Wolves,Andrew Jackson,20,301533,0.442,0.73,9,-10.668,1,0.949,0.87,0,0.759,0.375,81.927,4,comedy
Gary Gulman,The Great Depresh,In Defense of Millenials,20,245876,0.506,0.767,2,-13.045,1,0.929,0.828,0,0.403,0.306,100.238,3,comedy
"""Weird Al"" Yankovic","""Weird Al"" Yankovic",Such a Groovy Guy,22,182733,0.539,0.656,7,-10.554,1,0.06,0.281,0,0.0499,0.844,145.431,4,comedy
Ben Bailey,Road Rage...and Accidental Ornithology,The Hudson River Challenge,21,403833,0.35,0.895,2,-18.451,1,0.902,0.688,0,0.788,0.0369,69.674,3,comedy
Christopher Titus,Voice in My Head,The Tako Incident,21,542066,0.536,0.937,9,-6.439,1,0.898,0.883,0,0.876,0.285,106.063,3,comedy
Steve Martin;Steep Canyon Rangers,Rare Bird Alert,"Go Away, Stop, Turn Around, Come Back",21,215573,0.522,0.601,9,-8.812,1,0.0278,0.667,0.00301,0.147,0.674,107.244,4,comedy
Louie Anderson,The Louie Anderson Comedy Special,The Pot Luck and Lime Green Jell-O,21,95243,0.447,0.974,10,-10.917,0,0.928,0.698,0,0.957,0.123,70.37,1,comedy
George Lopez,"It's Not Me, It's You",Latino Vote,20,119453,0.433,0.959,9,-4.894,0,0.853,0.922,8.38E-06,0.95,0.0932,98.791,4,comedy
Jeff Foxworthy,Live,Sneaking Back Home - Live,21,80000,0.588,0.562,4,-14.119,1,0.916,0.861,0,0.791,0.64,141.387,5,comedy
"""Weird Al"" Yankovic","The Essential ""Weird Al"" Yankovic",The Biggest Ball of Twine In Minnesota,22,407480,0.724,0.658,8,-9.211,1,0.0353,0.589,0,0.121,0.739,100.421,4,comedy
Stephen Lynch;Rita Gardner,The Wedding Singer (Original Broadway Cast Recording),Someday (Reprise),21,58640,0.284,0.293,4,-10.157,1,0.0378,0.796,4.16E-05,0.11,0.228,59.488,4,comedy
George Lopez,Team Leader,The Bike,20,321093,0.505,0.61,9,-15.638,0,0.91,0.876,0,0.752,0.345,123.735,3,comedy
Kathleen Madigan,Gone Madigan,Vegas Ladies,21,121221,0.653,0.817,9,-5.535,1,0.893,0.86,0,0.343,0.511,135.459,5,comedy
Hva Snakker Du Om?;Anders Matthesen;Bossy Bo,Den Ka' Byttes V:O:L:01:00,Matros I Skumsprøjt Med Stormvejr og Stiv Kuling I Ramsaltet Rum Sø,23,35293,0.698,0.438,2,-11.355,1,0.705,0.698,0,0.444,0.691,139.707,3,comedy
Kathleen Madigan,Bothering Jesus,Sarah Mclachlan / Sad Animals,21,195210,0.522,0.82,4,-6.788,1,0.451,0.776,0,0.955,0.484,87.523,4,comedy
Kathleen Madigan,Bothering Jesus,Drinking & Ireland,21,280366,0.472,0.855,0,-7.011,1,0.709,0.787,0,0.931,0.381,123.001,3,comedy
George Lopez,Team Leader,Kids In the Store,21,260838,0.435,0.726,10,-14.431,1,0.937,0.847,0,0.885,0.362,85.097,5,comedy
Greg Proops,Back In the UK,Hello Edinburgh,20,150706,0.426,0.947,6,-8.032,1,0.929,0.889,0,0.977,0.184,91.547,4,comedy
Dirt Nasty,Dirt Nasty,Baby Dick,21,168480,0.883,0.489,4,-9.091,0,0.285,0.0298,0,0.104,0.696,83.046,4,comedy
Tom Papa,"Calm, Cool, and Collected",Big Head,20,72666,0.442,0.917,8,-9.436,1,0.805,0.837,0,0.834,0.415,84.049,1,comedy
Tom Papa,"Calm, Cool, and Collected",Uncle Tom,20,76493,0.479,0.797,5,-9.38,0,0.853,0.801,0,0.844,0.819,94.891,1,comedy
Tom Papa,"Calm, Cool, and Collected",Astronaut,20,60906,0.579,0.886,8,-9.736,1,0.888,0.797,0,0.837,0.731,66.578,3,comedy
Simon King,Unfamous,Llama Fisting,20,317880,0.577,0.872,1,-7.457,0,0.785,0.798,0,0.706,0.64,78.714,3,comedy
Jeff Allen,Three Word Vocabulary,Had a Dog,21,43706,0.526,0.817,2,-18.447,1,0.932,0.702,0,0.904,0.0841,84.584,1,comedy
Ryan Stout,Man in the Suit,Bad for the Group,20,114800,0.656,0.82,1,-6.951,1,0.905,0.826,0,0.806,0.704,112.327,4,comedy
Iliza Shlesinger,War Paint,Women's Restroom,21,188099,0.684,0.891,10,-5.935,0,0.917,0.873,0,0.918,0.44,119.931,4,comedy
Lil Rel Howery,Relevent,Brittni and Judah,21,113221,0.4,0.628,3,-13.767,1,0.845,0.773,0,0.784,0.315,84.43,3,comedy
Tom Papa,"Calm, Cool, and Collected",Pet People,20,53373,0.546,0.827,9,-8.777,1,0.535,0.699,0,0.786,0.844,114.137,4,comedy
Ryan Stout,Touché,Logic,20,149506,0.526,0.837,1,-8.339,0,0.901,0.738,2.01E-06,0.676,0.363,102.971,3,comedy
Tom Papa,Human Mule,Cat Death,20,119437,0.674,0.674,6,-14.017,0,0.959,0.779,0,0.707,0.498,106.507,4,comedy
Marc Maron,Thinky Pain,Born a Jew,20,178494,0.623,0.688,11,-10.743,0,0.943,0.925,0,0.889,0.533,69.634,3,comedy
Dara O Briain;Frankie Boyle;Hugh Dennis;Russell Howard;Ed Byrne,"Mock The Week - Too Hot For TV, Vol. 1",When Thatcher Met Brown,22,87000,0.576,0.644,11,-19.067,1,0.943,0.742,0,0.983,0.63,99.279,5,comedy
"Joey ""CoCo"" Diaz",Sociably Unacceptable,Eat Your Yokes,21,138164,0.66,0.707,1,-10.819,0,0.928,0.839,0,0.819,0.692,78.296,4,comedy
Todd Glass,Thin Pig,Relationships,21,230066,0.552,0.739,6,-6.162,1,0.861,0.833,0,0.965,0.764,127.124,3,comedy
Felicia Michaels,Chew On This!,Public Service Announcements,22,100800,0.59,0.708,11,-15.614,0,0.911,0.857,0,0.828,0.523,126.453,5,comedy
Pink Guy,Pink Season,Meme Machine,40,130720,0.882,0.384,6,-8.102,0,0.386,0.173,0,0.0747,0.437,76.805,4,comedy
Gary Gulman,Boyish Man,7+11=18,20,76394,0.637,0.391,7,-20.546,1,0.924,0.754,0,0.95,0.409,125.604,1,comedy
The Sklar Brothers,What Are We Talking About,Pitbull / Pepsi,20,144786,0.5,0.588,2,-12.438,1,0.869,0.775,0,0.847,0.622,57.511,3,comedy
Arnez J,Racially Motivated,Africa,21,411453,0.564,0.925,9,-6.171,1,0.917,0.924,0,0.869,0.514,129.975,4,comedy
Jessi Campbell,Dry Bar Comedy Presents: Sharpest Knife on the Porch,Arizona,21,83050,0.523,0.693,10,-14.302,0,0.843,0.846,0,0.662,0.417,90.896,1,comedy
Pink Guy,Pink Season,Please Stop Calling Me Gay,39,139800,0.794,0.432,5,-10.192,1,0.166,0.136,0.000165,0.111,0.336,86.292,4,comedy
Chris Robinson,"Gut Bussa, Vol. 1",Group Sex,21,183791,0.633,0.453,5,-13.666,0,0.941,0.671,0,0.925,0.67,76.834,3,comedy
Wyatt Cenac,Furry Dumb Fighter,Ladies and Germs,20,488605,0.524,0.532,10,-13.171,0,0.948,0.884,0,0.765,0.51,55.704,3,comedy
Gary Gulman,No Can Defend,Undone by a Semicolon,21,270986,0.572,0.92,9,-4.729,0,0.949,0.875,0,0.874,0.411,67.376,3,comedy
Al Madrigal,Why is the Rabbit Crying?,Wireless Network,20,270786,0.542,0.886,0,-5.608,1,0.89,0.72,0,0.729,0.386,125.23,3,comedy
Nick Swardson,Taste It,Jogging,21,207384,0.412,0.845,2,-7.954,1,0.931,0.711,0,0.735,0.0893,79.706,5,comedy
Matt Braunger,Big Dumb Animal,The Two Things to Hate About Los Angeles,20,207708,0.582,0.666,6,-10.433,0,0.935,0.789,0,0.63,0.504,77.767,4,comedy
Larry The Cable Guy,Remain Seated,Restaurant Rules,21,250095,0.533,0.823,6,-12.244,1,0.957,0.757,0,0.981,0.206,88.202,3,comedy
Christopher Titus,Angry Pursuit of Happiness,How Life Goes,21,1101318,0.658,0.807,4,-8.592,0,0.942,0.925,0,0.724,0.289,108.446,4,comedy
Rodney Carrington,Morning Wood,More Of A Man,21,160026,0.564,0.437,4,-14.237,1,0.161,0.616,0,0.337,0.747,175.27,4,comedy
Gary Gulman,The Great Depresh,In Defense of Millenials,20,245876,0.506,0.767,2,-13.045,1,0.929,0.828,0,0.403,0.306,100.238,3,comedy
Max Boyce,Live At Treorchy,Hymns and Arias - Live at Treorchy,21,588666,0.465,0.368,3,-15.146,1,0.452,0.817,0,0.906,0.443,104.776,3,comedy
Christopher Titus,Voice in My Head,The Viper Incident,21,493720,0.571,0.9,4,-7.041,1,0.898,0.879,0,0.781,0.264,112.457,4,comedy
Christopher Titus,Angry Pursuit of Happiness,The Ed Incident,21,643079,0.551,0.869,5,-7.627,1,0.946,0.929,0,0.636,0.313,76.716,3,comedy
Comedian Bob Marley,Comedian Bob Marley Live,You got yoru shoes on?,20,46253,0.643,0.564,6,-14.505,1,0.925,0.884,0,0.926,0.425,110.534,4,comedy
Ralphie May,Just Correct,Dumb Kennedy's,20,326120,0.494,0.591,10,-15.341,0,0.934,0.836,0,0.845,0.533,81.898,3,comedy
Christopher Titus,Norman Rockwell is Bleeding,"Wait, Wait, Wait",21,233093,0.561,0.775,0,-13.602,1,0.948,0.751,0,0.506,0.185,92.571,4,comedy
Wyatt Cenac,Comedy Person,Dogs Are Racist?,20,633432,0.495,0.896,10,-6.553,1,0.952,0.853,0,0.857,0.291,73.625,3,comedy
Christopher Titus,Norman Rockwell is Bleeding,Last Husband,21,370333,0.586,0.706,1,-15.764,1,0.934,0.72,0,0.687,0.153,72.555,4,comedy
Gary Gulman,The Great Depresh,The 1980's Kidnapping Hoax,20,196232,0.462,0.735,5,-13.287,0,0.941,0.877,0,0.664,0.444,81.357,5,comedy
Jeff Foxworthy,Live,Rocket Launcher Body Sounds - Live,20,87000,0.612,0.652,3,-12.111,1,0.874,0.91,0,0.971,0.725,108.141,4,comedy
"""Weird Al"" Yankovic","The Essential ""Weird Al"" Yankovic",Since You've Been Gone,21,83026,0.723,0.393,9,-8.303,1,0.102,0.542,0,0.321,0.92,132.218,3,comedy
Richard Pryor;Lena Horne,The Wiz,The Good Witch Glinda,21,69000,0.195,0.143,10,-17.805,1,0.0346,0.947,0.00228,0.348,0.0739,83.077,3,comedy
Ron White,Truckstop Comedy,Bronco Rider,21,154320,0.531,0.523,5,-15.556,0,0.918,0.88,0,0.928,0.283,89.895,1,comedy
Kevin Bloody Wilson,Rides Again,Nigel's Miracle,22,303880,0.358,0.793,0,-6.823,1,0.187,0.657,0,0.214,0.751,190.015,4,comedy
Kathleen Madigan,Shallow Happy Thoughts For The Soul,Catholicism,21,225520,0.565,0.201,1,-24.776,1,0.94,0.828,0,0.949,0.351,95.408,4,comedy
Rodney Carrington,King Of The Mountains,Baby Back - Live At The Majestic Theater/2007,21,150836,0.553,0.589,11,-5.723,0,0.152,0.849,0,0.958,0.788,143.77,4,comedy
Dwayne Perkins,She Ate My Haircut,Only in America,20,62960,0.591,0.765,3,-7.187,1,0.898,0.862,0,0.818,0.53,113.681,5,comedy
Josh Wagner,Orange Juice,Nashville Native,21,93146,0.546,0.577,5,-10.962,1,0.933,0.82,0,0.763,0.587,82.576,3,comedy
Eddie Della Siepe,Little Jerk,Nice Mix,20,138202,0.673,0.62,6,-10.012,1,0.952,0.839,0,0.675,0.61,79.058,3,comedy
T. Bubba Bechtol,I'm Confused,Bubba Shops at Wal-Mart,20,109760,0.481,0.911,6,-10.838,1,0.775,0.782,0,0.841,0.0936,117.748,4,comedy
Micky Flanagan,Back In the Game,Doctors,21,501508,0.514,0.841,8,-15.961,1,0.903,0.823,0,0.915,0.162,111.276,3,comedy
Dwayne Perkins,Dry Bar Comedy Presents: Please Believe It,Good Drivers,19,116208,0.585,0.6,6,-17.957,1,0.922,0.831,0,0.752,0.445,80.933,3,comedy
Jim Florentine;Don Jamieson,Terrorizing Telemarketers 7,Shhh!,20,232494,0.69,0.766,1,-10.567,0,0.949,0.983,0,0.383,0.426,128.693,3,comedy
Muck Sticky,Fuck Off,Fuck Off,21,109230,0.885,0.571,0,-6.717,1,0.0796,0.0698,0.00016,0.0458,0.963,147.966,4,comedy
Darryl Lenox,I'm Darryl Lenox,Race,20,211113,0.48,0.757,6,-9.287,1,0.875,0.923,0,0.927,0.796,76.294,3,comedy
Rhod Gilbert,Rhod Gilbert and The Award-Winning Mince Pie,Escape to Afghanistan,21,540030,0.51,0.828,1,-9.211,1,0.923,0.801,0,0.868,0.57,81.499,4,comedy
Kenn Kington,I Am Dad,Me We She We,21,82348,0.586,0.31,9,-21.647,1,0.93,0.942,0,0.686,0.258,99.566,5,comedy
Jessi Campbell,Dry Bar Comedy Presents: Sharpest Knife on the Porch,Childhood,21,118233,0.487,0.655,10,-15.495,0,0.913,0.81,0,0.761,0.387,95.697,3,comedy
Eddie Della Siepe,Little Jerk,Uber Ambulance (Bonus Track),21,71328,0.728,0.398,5,-12.63,1,0.936,0.912,0,0.519,0.623,117.619,4,comedy
Jeff Allen,Three Word Vocabulary,First Valentine's Day,21,146240,0.432,0.655,6,-19.209,1,0.942,0.664,0,0.965,0.08,83.225,3,comedy
Dennis Miller,America 180˚,Radical Islam,20,191386,0.609,0.854,4,-6.274,1,0.917,0.841,0,0.802,0.303,133.186,3,comedy
Aaron Karo,The Rest Is History,We Can't Kill Married People,20,135168,0.489,0.748,7,-15.356,0,0.922,0.913,0,0.933,0.352,76.382,3,comedy
Rhod Gilbert,Rhod Gilbert and The Award-Winning Mince Pie,The Breakdown,21,420196,0.463,0.875,10,-10.206,0,0.945,0.849,0,0.689,0.396,81.957,4,comedy
Ryan Sickler,Above Ground Cool,Can You Character Sketch?,20,127594,0.494,0.901,5,-7.119,1,0.902,0.805,0,0.736,0.454,58.68,4,comedy
David Spade,My Fake Problems,Drinking and Driving,20,343243,0.563,0.89,6,-6.652,1,0.923,0.791,0,0.831,0.309,77.896,5,comedy
The Jerky Boys,The Jerky Boys,Boonie's Basement Tub,21,190146,0.623,0.413,6,-12.112,1,0.942,0.985,0,0.47,0.696,74.776,3,comedy
Moshe Kasher,"Everyone You Know is Going to Die, and Then You Are!",Everyone You Know is Going To Die,20,45139,0.677,0.643,3,-10.145,0,0.803,0.726,1.95E-06,0.934,0.777,62.455,4,comedy
Jeff Allen,Lock The Door,3-Legged Dog,21,295173,0.495,0.916,6,-7.954,1,0.911,0.841,0,0.938,0.139,118.676,3,comedy
David Spade,My Fake Problems,Tiger,20,238459,0.45,0.906,4,-7.181,1,0.947,0.835,0,0.855,0.262,82.437,4,comedy
David Cross,"Oh, Come On",And Speaking of Taking a Rape Shower…,21,425187,0.562,0.615,10,-14.702,1,0.946,0.448,0,0.815,0.551,60.722,5,comedy
