song_name,song_popularity,song_duration_ms,song_danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
A Marshmallow World,0,152160,0.73,0.406,7,-10.209,1,0.0306,0.444,0,0.304,0.895,121.097,4
A Marshmallow World,0,152160,0.73,0.406,7,-10.209,1,0.0306,0.444,0,0.304,0.895,121.097,4
Rockin' Around the Christmas Tree - Re-Recorded Version,0,126146,0.682,0.641,8,-8.904,1,0.0384,0.564,0,0.224,0.824,141.003,4
Rockin' Around the Christmas Tree - Re-Recorded Version,0,126146,0.682,0.641,8,-8.904,1,0.0384,0.564,0,0.224,0.824,141.003,4
Blue Christmas,0,164240,0.467,0.207,0,-11.064,1,0.0264,0.836,1.05E-06,0.127,0.247,90.02,4
Santa Claus Is Coming To Town,0,133133,0.652,0.366,5,-10.582,1,0.0325,0.693,1.85E-06,0.0785,0.621,135.682,4
A Marshmallow World,0,152160,0.73,0.406,7,-10.209,1,0.0306,0.444,0,0.304,0.895,121.097,4
Rockin' Around the Christmas Tree - Re-Recorded Version,0,126146,0.682,0.641,8,-8.904,1,0.0384,0.564,0,0.224,0.824,141.003,4
Rockin' Around the Christmas Tree - Re-Recorded Version,0,126146,0.682,0.641,8,-8.904,1,0.0384,0.564,0,0.224,0.824,141.003,4
(You're The) Devil in Disguise,67,140426,0.481,0.733,5,-7.633,1,0.165,0.575,1.18E-05,0.108,0.874,122.909,4
Jailhouse Rock,68,146480,0.647,0.582,10,-9.538,0,0.0755,0.41,1.93E-06,0.0715,0.915,167.396,4
Everyday,0,128466,0.731,0.255,3,-11.732,1,0.0375,0.485,0,0.09,0.564,135.346,4
チャイナタウン (セルフカバー) - Remastered 2022,43,228320,0.69,0.627,1,-10.818,0,0.0313,0.113,0.00033,0.0744,0.855,118.65,4
Christmas Time,0,124013,0.299,0.377,0,-7.425,1,0.0283,0.859,0,0.116,0.378,69.272,4
Christmas Time,0,124013,0.299,0.377,0,-7.425,1,0.0283,0.859,0,0.116,0.378,69.272,4
Blue Christmas,0,115573,0.45,0.552,2,-6.9,1,0.0391,0.745,0,0.707,0.741,157.24,4
Jingle Bell Rock,0,108186,0.525,0.711,2,-5.325,1,0.0333,0.651,0,0.657,0.904,69.688,4
"Rudolph, The Red Nosed Reindeer",0,112960,0.576,0.682,3,-4.212,1,0.0369,0.726,0,0.236,0.919,145.274,4
Jingle Bell Rock,0,108186,0.525,0.711,2,-5.325,1,0.0333,0.651,0,0.657,0.904,69.688,4
Jingle Bell Rock,0,108186,0.525,0.711,2,-5.325,1,0.0333,0.651,0,0.657,0.904,69.688,4
Trodde det skulle bli vi,46,189532,0.603,0.756,5,-6.467,1,0.105,0.111,0,0.383,0.908,139.979,4
I'll Be Home For Christmas,0,156840,0.252,0.32,3,-8.69,1,0.0293,0.797,1.36E-06,0.138,0.23,101.535,3
Winter Wonderland,0,133133,0.648,0.463,3,-7.572,1,0.032,0.806,0,0.396,0.744,102.511,4
Rockin' Around The Christmas Tree,1,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
White Christmas,0,158413,0.555,0.213,8,-9.262,1,0.0449,0.939,5.33E-05,0.113,0.498,125.126,4
She Never Talked to Me That Way,0,153973,0.386,0.384,10,-12.716,1,0.0426,0.679,0,0.116,0.791,146.387,4
"Rudolph, The Red Nosed Reindeer",0,112960,0.576,0.682,3,-4.212,1,0.0369,0.726,0,0.236,0.919,145.274,4
All I Want For Christmas Is My Two Front Teeth,0,131973,0.693,0.338,0,-6.372,1,0.0345,0.752,0,0.355,0.583,79.443,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
All I Want For Christmas Is My Two Front Teeth,0,131973,0.693,0.338,0,-6.372,1,0.0345,0.752,0,0.355,0.583,79.443,4
All I Want For Christmas Is My Two Front Teeth,0,131973,0.693,0.338,0,-6.372,1,0.0345,0.752,0,0.355,0.583,79.443,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
Blue Christmas,0,164240,0.467,0.207,0,-11.064,1,0.0264,0.836,1.05E-06,0.127,0.247,90.02,4
Blue Christmas,0,164240,0.467,0.207,0,-11.064,1,0.0264,0.836,1.05E-06,0.127,0.247,90.02,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
White Christmas,0,158533,0.578,0.182,8,-10.424,1,0.0444,0.825,5.00E-06,0.144,0.477,127.363,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
White Christmas,0,158533,0.578,0.182,8,-10.424,1,0.0444,0.825,5.00E-06,0.144,0.477,127.363,4
White Christmas,0,158533,0.578,0.182,8,-10.424,1,0.0444,0.825,5.00E-06,0.144,0.477,127.363,4
Santa Claus Is Coming To Town,0,133133,0.652,0.366,5,-10.582,1,0.0325,0.693,1.85E-06,0.0785,0.621,135.682,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
Jingle Bell Rock,0,130199,0.688,0.394,5,-9.601,1,0.0386,0.673,0,0.175,0.827,122.911,4
Santa Claus Is Coming To Town,0,133133,0.652,0.366,5,-10.582,1,0.0325,0.693,1.85E-06,0.0785,0.621,135.682,4
Sweets for My Sweet,0,147146,0.772,0.81,0,-7.602,1,0.0322,0.687,2.42E-06,0.097,0.971,119.883,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
White Christmas,0,158533,0.578,0.182,8,-10.424,1,0.0444,0.825,5.00E-06,0.144,0.477,127.363,4
White Christmas,0,158533,0.578,0.182,8,-10.424,1,0.0444,0.825,5.00E-06,0.144,0.477,127.363,4
A Marshmallow World,0,152160,0.73,0.406,7,-10.209,1,0.0306,0.444,0,0.304,0.895,121.097,4
Blue Christmas,0,164240,0.467,0.207,0,-11.064,1,0.0264,0.836,1.05E-06,0.127,0.247,90.02,4
Rockin' Around The Christmas Tree,0,123453,0.631,0.569,5,-5.956,0,0.0438,0.728,0,0.27,0.874,71.078,4
We Belong Together,69,116626,0.684,0.247,5,-13.71,1,0.0281,0.872,0.000166,0.113,0.768,106.522,3
Can't Help Falling In Love,65,177840,0.438,0.325,2,-11.066,1,0.0268,0.893,5.00E-06,0.107,0.362,101.577,3
A Teenager In Love,61,158253,0.555,0.377,1,-9.123,1,0.0295,0.671,0,0.128,0.619,78.986,4
If I Can Dream,71,191840,0.325,0.715,7,-7.744,1,0.0368,0.00708,2.79E-05,0.0987,0.282,93.914,3
Oh! Carol,45,136200,0.58,0.622,11,-13.001,1,0.04,0.761,1.09E-05,0.362,0.825,132.685,4
I Will Follow You,58,146133,0.671,0.442,0,-11.595,1,0.0332,0.758,1.63E-05,0.108,0.749,120.774,4
Great Balls of Fire,57,111240,0.592,0.627,10,-10.14,1,0.0662,0.55,0,0.43,0.909,79.567,4
Tequila,60,135240,0.671,0.742,5,-9.912,1,0.0441,0.121,0.679,0.0601,0.897,89.748,4
Let's Twist Again,68,137360,0.604,0.709,8,-6.377,1,0.158,0.0987,0,0.0551,0.907,167.832,4
The Wonder of You,64,153200,0.448,0.691,7,-6.957,1,0.0286,0.286,0.00111,0.945,0.633,88.836,4
"Oh, Pretty Woman",63,176933,0.609,0.584,9,-9.734,1,0.0353,0.725,0,0.0854,0.954,127.306,4
Hound Dog,66,136026,0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,4
Because I Love You,50,197826,0.577,0.49,11,-7.262,1,0.0248,0.328,5.99E-05,0.14,0.422,102.048,4
Oh! Carol,59,135466,0.728,0.734,11,-3.234,1,0.0318,0.63,3.56E-05,0.137,0.965,135.078,4
Blue Suede Shoes,66,119200,0.557,0.66,2,-7.706,1,0.056,0.654,1.66E-06,0.138,0.962,95.252,4
Love Me Tender,59,162066,0.439,0.0529,9,-16.253,1,0.039,0.881,0,0.106,0.314,109.382,3
If You Love Me (Really Love Me),54,160066,0.417,0.377,3,-8.726,1,0.0281,0.63,0.000202,0.108,0.383,97.854,3
Lonesome Town,63,134040,0.404,0.193,11,-12.501,1,0.0305,0.794,0.000296,0.103,0.273,77.026,4
You Never Can Tell,70,161906,0.525,0.852,7,-9.519,1,0.222,0.731,5.11E-05,0.218,0.884,157.404,4
Only You (And You Alone),56,156666,0.486,0.231,3,-12.06,1,0.0354,0.936,0,0.125,0.303,80.049,4
Travelin' Man - Remastered,61,143200,0.723,0.44,2,-10.536,1,0.0319,0.667,0,0.128,0.843,123.217,4
Rockin' Around The Christmas Tree,71,126266,0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196,4
You Drive Me Crazy,58,171720,0.754,0.927,5,-2.597,1,0.0313,0.173,3.22E-06,0.307,0.975,119.494,4
Great Balls Of Fire,68,111535,0.533,0.729,7,-7.227,0,0.0714,0.563,0,0.159,0.884,78.67,4
Labios Carmin,38,209536,0.513,0.679,11,-6.277,0,0.0298,0.242,0.000197,0.351,0.843,154.918,4
BAD FEELING,41,268933,0.606,0.966,2,-7.638,1,0.0617,0.000226,0.0529,0.0819,0.571,132.899,4
いつの日か - Remastered 2022,37,330626,0.443,0.403,9,-10.472,1,0.0296,0.472,5.27E-06,0.0924,0.176,150.651,4
In the Ghetto,69,167413,0.404,0.266,10,-16.688,1,0.0334,0.716,0.133,0.107,0.491,88.916,4
LAHAINA - Remastered 2022,36,220413,0.706,0.456,0,-12.169,0,0.0284,0.171,0.00289,0.164,0.678,114.725,4
Stupid Cupid,57,134560,0.606,0.725,3,-7.019,1,0.0352,0.831,1.07E-05,0.0407,0.963,136.815,4
"Unchained Melody - Live at Ann Arbor, MI",68,151906,0.271,0.266,0,-13.703,1,0.0348,0.845,0.00174,0.795,0.163,79.079,3
All I Have to Do Is Dream,67,143333,0.534,0.462,4,-8.172,1,0.0266,0.839,0,0.129,0.534,96.195,4
BLUE VACATION,38,216213,0.591,0.959,6,-6.325,0,0.0503,0.183,0.00511,0.399,0.896,170.196,4
PURE GOLD - Remastered 2022,37,239960,0.677,0.717,7,-8.342,1,0.0633,0.188,0.000585,0.0935,0.6,122.938,4
共犯者 - Remastered 2022,40,267520,0.675,0.856,11,-9.795,0,0.0483,0.127,0,0.054,0.686,110.108,4
アリよさらば - Remastered 2022,38,255893,0.682,0.828,11,-8.009,0,0.0571,0.241,0,0.286,0.886,120.323,4
Smoke Gets In Your Eyes,65,160933,0.203,0.295,3,-11.155,1,0.0323,0.92,2.05E-06,0.173,0.285,171.222,3
ファンキー・モンキー・ベイビー - Live at 横浜スタジアム'95 - Remastered 2022,40,144080,0.573,0.961,4,-5.012,1,0.0639,0.0175,4.17E-05,0.945,0.773,136.193,4
"LONGER THAN FOREVER - FROM ""LAST GIGS""",38,244053,0.249,0.945,7,-3.041,1,0.0411,1.19E-05,0.0958,0.858,0.479,164.109,4
Lonesome Drifter,36,226375,0.514,0.889,2,-3.678,1,0.0388,0.391,0.00111,0.41,0.648,101.025,4
Pensaba En Ti,39,211905,0.422,0.295,9,-11.157,1,0.0972,0.788,0,0.163,0.467,207.098,3
Oye Gato,36,342986,0.537,0.71,11,-6.308,0,0.0343,0.0275,0.000592,0.234,0.694,119.281,4
Somebody Nobody Wants,0,158586,0.514,0.495,11,-6.806,0,0.0333,0.724,0,0.227,0.756,110.839,3
Tequila,0,134533,0.699,0.861,10,-9.368,1,0.046,0.0591,0.408,0.0967,0.945,90.291,4
The Twilight Zone,1,155933,0.563,0.719,6,-11.323,0,0.0276,0.242,0.146,0.288,0.488,113.657,4
The Bells of St. Mary's,0,153066,0.284,0.156,11,-9.556,1,0.0334,0.896,0,0.156,0.146,60.645,4
Stupid Cupid,0,133613,0.609,0.756,3,-5.747,1,0.0375,0.762,5.11E-05,0.0521,0.968,136.045,4
Shooby Doo Wop,37,148360,0.509,0.964,9,-4.558,1,0.118,0.000803,0,0.149,0.538,118.963,4
Don't Break The Heart That Loves You,0,182133,0.366,0.413,8,-6.496,1,0.0303,0.818,0,0.2,0.193,73.4,4
Drunksters,38,179373,0.691,0.869,2,-7.51,1,0.12,0.283,0.000423,0.103,0.708,119.861,4
A Teenager's Romance,54,140773,0.51,0.484,10,-6.942,1,0.038,0.784,0,0.306,0.683,103.356,3
Beyond the Sea,68,172480,0.521,0.516,2,-7.456,0,0.0369,0.723,0,0.257,0.569,136.483,4
Trouble,62,136546,0.42,0.371,0,-10.952,1,0.315,0.873,0,0.294,0.882,85.539,4
Then He Kissed Me,59,158853,0.431,0.678,4,-7.945,1,0.0365,0.7,6.37E-06,0.199,0.633,135.919,4
La Bamba - Single Version,66,126960,0.516,0.809,0,-6.419,1,0.0545,0.787,0.000331,0.303,0.939,75.099,4
Route 66,60,171413,0.686,0.692,10,-9.793,1,0.0419,0.902,0.000474,0.104,0.962,79.071,4
Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,54,143733,0.814,0.427,2,-11.543,1,0.0918,0.558,0,0.0248,0.964,123.109,4
バラードよ永遠に - Remastered 2022,34,243102,0.665,0.558,6,-9.161,1,0.0311,0.27,0.000181,0.127,0.827,129.063,3
Hound Dog,63,133293,0.343,0.884,5,-4.123,0,0.128,0.623,0.000623,0.497,0.94,177.751,4
Call Me Irresponsible,59,124560,0.607,0.347,7,-12.241,1,0.0369,0.695,0,0.121,0.644,125.485,4
The Great Pretender,48,159066,0.652,0.303,7,-8.573,1,0.0297,0.851,0,0.324,0.706,114.665,3
Heartbreak Hotel,63,127960,0.695,0.295,9,-8.672,1,0.0609,0.843,1.58E-06,0.0856,0.732,93.574,4
あ・い・つ - Remastered 2022,33,258773,0.323,0.441,0,-9.504,1,0.03,0.508,4.52E-05,0.081,0.525,180.169,3
DIAMOND MOON - Remastered 2022,35,266346,0.673,0.599,5,-8.299,1,0.0316,0.67,1.29E-05,0.166,0.417,113.752,3
You'll Never Walk Alone,58,159546,0.474,0.365,0,-5.446,1,0.0306,0.251,2.02E-06,0.186,0.219,113.207,3
MARIA - Remastered 2022,35,206706,0.65,0.645,6,-8.278,1,0.0298,0.125,0,0.217,0.527,103.696,4
I Got Lucky,57,115720,0.731,0.386,0,-12.331,1,0.0444,0.838,0,0.195,0.962,92.867,4
All Shook Up,62,117080,0.624,0.468,10,-12.162,1,0.132,0.881,6.35E-06,0.144,0.952,74.139,4
Let It Be Me,58,146733,0.471,0.19,7,-16.046,1,0.028,0.77,0.00385,0.129,0.305,72.764,4
YOU - Remastered 2022,35,200053,0.602,0.59,0,-10.671,1,0.0596,0.027,2.69E-05,0.195,0.418,143.643,4
LOVE THAT WAS LOST - Remastered 2022,34,225826,0.741,0.519,0,-11.103,1,0.0259,0.215,0.00205,0.319,0.899,107.882,4
"アイ・ラヴ・ユー,OK - Live at 日本武道館'95 - Remastered 2022",36,284120,0.649,0.741,9,-8.161,1,0.0397,0.0263,0.000146,0.941,0.5,113.946,3
あの日のように - Remastered 2022,34,289692,0.454,0.573,7,-9,1,0.0304,0.201,0.000207,0.0734,0.539,206.101,4
FLESH AND BLOOD - Remastered 2022,33,238186,0.642,0.907,9,-7.525,0,0.0511,0.549,0,0.0681,0.673,123.14,4
Tutti Frutti,65,144226,0.555,0.658,5,-3.866,1,0.0541,0.793,0,0.118,0.937,184.835,4
SOMEBODY'S NIGHT - Live at 日本武道館'96 - Remastered 2022,34,253466,0.399,0.908,4,-7.294,0,0.121,0.014,6.22E-06,0.436,0.363,121.959,4
Great Balls Of Fire - 1964 Version,58,109706,0.4,0.818,0,-11.238,1,0.08,0.458,3.25E-06,0.132,0.936,166.287,4
背中ごしのI LOVE YOU - Remastered 2022,35,278413,0.766,0.715,9,-7.336,1,0.0283,0.0121,1.57E-05,0.0808,0.638,109.015,4
WELCOME TO THE TWILIGHT,36,360626,0.639,0.784,2,-6.524,1,0.0284,0.0151,0.352,0.198,0.694,120.161,4
“16”,35,236146,0.555,0.935,4,-5.294,1,0.112,0.0114,0.00176,0.214,0.376,99.475,4
ニューグランドホテル - Remastered 2022,36,258040,0.597,0.752,7,-8.472,0,0.0352,0.174,0.000175,0.386,0.814,115.126,4
ANGEL PASSED CHILDREN,36,142000,0.529,0.85,7,-4.658,1,0.0426,0.0116,0,0.681,0.965,199.824,4
Sealed With A Kiss,57,162160,0.449,0.362,5,-10.38,0,0.0279,0.743,0,0.132,0.6,90.822,4
Laughter In The Rain,67,170066,0.495,0.613,5,-9.463,1,0.0239,0.348,0.0058,0.0406,0.924,100.535,4
(Your Love Keeps Lifting Me) Higher & Higher,72,179120,0.634,0.677,2,-7.19,1,0.0448,0.318,0,0.0902,0.939,95.792,4
You Got It,69,210266,0.649,0.618,9,-10.728,1,0.0265,0.596,1.46E-06,0.192,0.667,114.688,4
Crazy Legs,34,130440,0.468,0.622,2,-10.179,1,0.0382,0.516,0,0.318,0.776,169.614,4
"FUNNY BOY - FROM ""GIGS"" CASE OF BOOWY",35,256213,0.233,0.962,9,-2.955,0,0.0825,0.00852,0.000232,0.507,0.405,162.823,4
Everyday,65,129120,0.747,0.219,3,-12.562,1,0.0371,0.584,2.57E-05,0.107,0.498,135.562,4
Save the Last Dance for Me,63,154960,0.54,0.53,4,-10.583,1,0.0361,0.614,0,0.198,0.896,143.453,4
Allting Om Kjell,33,173613,0.625,0.778,5,-4.335,1,0.0364,0.601,0,0.405,0.944,154.823,4
O Enxofre e a Cachaça,36,230160,0.644,0.841,4,-11.087,0,0.0374,0.407,0.0421,0.0661,0.713,146.037,4
Popotitos (Bonie Moroni),36,171733,0.533,0.624,4,-10.47,1,0.0297,0.71,2.96E-06,0.146,0.888,140.626,4
Anoche No Dormí,36,143053,0.531,0.405,7,-11.003,1,0.0294,0.353,0,0.349,0.431,106.35,3
Shoppin' for Clothes,0,178880,0.613,0.229,7,-14.887,0,0.353,0.683,0,0.197,0.578,85.854,4
All the Pretty Things,35,210986,0.459,0.916,5,-5.373,0,0.0455,0.186,0.00681,0.134,0.825,165.068,4
I'm on Fire,34,166160,0.579,0.899,4,-6.507,1,0.0634,0.439,0.00111,0.148,0.531,167.761,4
El Rock de la Cárcel - Jailhouse Rock,37,132426,0.442,0.776,9,-6.727,0,0.0381,0.412,0,0.0323,0.925,95.587,4
Buen Rock Esta Noche - Good Rockin' Tonight,38,136400,0.418,0.857,9,-7.343,1,0.0648,0.187,0,0.359,0.925,95.043,4
Don’t Fade Away,34,221680,0.571,0.932,5,-6.424,1,0.0391,0.0276,0.0084,0.344,0.807,107.62,4
Heartbreak Hotel,56,127960,0.694,0.295,9,-8.672,1,0.0611,0.843,1.42E-06,0.0856,0.729,93.577,4
(You're The) Devil in Disguise,60,140426,0.481,0.733,5,-7.633,1,0.165,0.573,1.17E-05,0.108,0.874,122.903,4
Love Me Tender,56,162066,0.454,0.0529,9,-16.253,1,0.039,0.879,0,0.106,0.315,112.101,3
Are You Lonesome Tonight?,56,186666,0.433,0.0748,0,-19.351,1,0.049,0.92,0.00104,0.105,0.193,73.093,3
サブウェイ特急 - Live at 日本武道館'04 - Remastered 2022,32,236786,0.482,0.916,0,-7.512,0,0.0551,0.00131,0.0101,0.428,0.517,142.014,4
Give Me Your Heart Tonight,50,184640,0.66,0.705,7,-4.225,1,0.0269,0.276,4.23E-05,0.077,0.817,128.33,4
苦い雨 - Live at 日本武道館'14 - Remastered 2022,33,234986,0.555,0.875,11,-7.028,0,0.0499,0.00113,0.00255,0.977,0.303,126.139,4
青空 - Remastered 2022,32,208613,0.65,0.818,4,-7.549,1,0.0315,0.255,6.86E-06,0.323,0.897,116.585,4
The Most Beautiful Girl,60,161906,0.576,0.318,7,-14.366,1,0.0286,0.661,7.47E-06,0.167,0.41,103.493,4
唇にジェラシー,35,258680,0.701,0.883,9,-6.847,1,0.0417,0.00483,0.00299,0.0355,0.798,142.198,4
You've Lost That Lovin' Feelin' - Single Version,63,226453,0.369,0.305,1,-14.303,1,0.0267,0.522,0,0.0579,0.376,94.791,4
夢の彼方 - Remastered 2022,33,234186,0.45,0.74,4,-8.273,1,0.0873,0.0331,0.000247,0.0999,0.387,177.602,4
風の中のおまえ - Remastered 2022,32,232280,0.546,0.755,7,-7.638,1,0.0338,0.00444,4.80E-06,0.0964,0.724,153.02,4
Long Tall Sally (The Thing),64,127426,0.474,0.608,5,-5.139,1,0.0825,0.755,0,0.0928,0.888,184.694,4
この海に - Remastered 2022,32,234786,0.728,0.625,4,-9.571,1,0.0294,0.0865,0.0108,0.068,0.568,112.305,4
GIGOLO & GIGOLET,34,143533,0.632,0.886,7,-4.286,1,0.0322,0.02,0.000568,0.362,0.886,153.868,4
Don't Be Cruel,61,121960,0.678,0.494,2,-12.941,1,0.17,0.78,0,0.0737,0.803,84.398,4
DAKARA,34,228904,0.458,0.906,4,-6.288,0,0.109,0.0113,0.000121,0.098,0.593,172.334,4
くちづけが止まらない - Remastered 2022,33,292240,0.591,0.798,11,-10.725,0,0.0404,0.309,0.000269,0.0949,0.388,108.097,4
ONLY ONE - Remastered 2022,32,215026,0.682,0.669,4,-7.687,0,0.0337,0.00319,6.24E-06,0.17,0.362,129.084,4
Viva Las Vegas,64,144840,0.608,0.567,7,-11.297,1,0.0445,0.819,0,0.344,0.861,144.034,4
Anytime Woman - Remastered 2022,33,281320,0.709,0.742,5,-7.956,1,0.0269,0.00603,0.000813,0.174,0.817,130.107,4
Kom Kom,33,228109,0.681,0.842,7,-4.871,1,0.028,0.384,6.51E-05,0.0913,0.491,130.001,4
もうひとりの俺 - Live at 日本武道館'06 - Remastered 2022,32,229373,0.54,0.389,5,-12.257,1,0.0305,0.637,0,0.815,0.322,104.969,4
"RATS - FROM ""GIGS"" CASE OF BOOWY",34,159600,0.258,0.985,0,-3.376,1,0.157,0.0202,0.000308,0.432,0.382,176.952,4
IMAGE DOWN - Live,34,267613,0.475,0.979,7,-3.954,1,0.129,0.0208,0.264,0.342,0.202,98.924,4
Always on My Mind - with The Royal Philharmonic Orchestra,56,217746,0.29,0.593,7,-7.971,1,0.039,0.563,0.0235,0.127,0.275,89.521,4
O Bom,34,166906,0.681,0.831,2,-6.45,1,0.0739,0.315,0,0.0627,0.887,141.414,4
CHU-RU-LU,34,240466,0.667,0.858,11,-6.723,0,0.0706,0.00509,0.0048,0.315,0.694,139.908,4
Under the Boardwalk,68,161960,0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,4
"MORAL - FROM ""GIGS"" CASE OF BOOWY",35,154146,0.283,0.996,4,-3.731,1,0.152,0.0125,0.00998,0.367,0.439,174.394,4
Moody Blue,62,169320,0.643,0.729,0,-10.231,1,0.0297,0.674,7.99E-06,0.173,0.963,135.29,4
RENDEZ-VOUS - LIVE IN HAMBURG JULY 1987,34,222093,0.505,0.945,7,-4.83,1,0.0439,0.00598,0.000151,0.971,0.557,151.784,4
Marionette -マリオネット-,34,218240,0.563,0.98,11,-4.919,1,0.107,0.232,7.37E-06,0.186,0.704,159.274,4
ホンキー・トンキー・クレイジー - Live,34,299506,0.389,0.963,2,-3.843,1,0.079,0.00536,0.423,0.388,0.804,109.875,4
Susie-Q,33,133373,0.475,0.603,9,-7.989,1,0.0421,0.486,0.0001,0.249,0.848,141.751,4
Crying in the Rain,58,120306,0.61,0.379,2,-9.381,1,0.0278,0.622,0,0.144,0.48,97.166,4
"ON MY BEAT - FROM ""GIGS"" CASE OF BOOWY",34,195120,0.204,0.992,4,-2.4,1,0.255,0.0212,0.000389,0.818,0.233,151.338,4
You Wanna Have It All,32,196066,0.516,0.837,8,-6.377,0,0.0715,0.00622,0.0167,0.24,0.707,136.02,4
Say Mama,33,131960,0.484,0.84,9,-9.832,1,0.0401,0.398,0,0.349,0.964,156.167,4
King of the Road - Eurodance remix,33,219833,0.582,0.856,6,-6.096,0,0.0665,0.0433,2.18E-05,0.0824,0.25,190.081,4
Presumida (High Class Baby),34,127306,0.531,0.809,0,-6.945,1,0.067,0.419,0,0.105,0.891,90.884,4
Pajala Till Haparanda,33,145520,0.587,0.815,0,-8.271,1,0.0324,0.0443,0.00304,0.16,0.962,161.952,4
Blue Moon - Remastered,35,133178,0.575,0.465,7,-8.745,1,0.0361,0.275,0,0.12,0.872,127.672,4
True Love,33,194720,0.481,0.947,4,-6.123,1,0.0704,0.251,3.48E-05,0.353,0.935,156.818,4
La Dosis Perfecta,33,200720,0.639,0.937,5,-5.118,0,0.0865,0.0513,3.56E-05,0.0969,0.895,154.956,4
"La Plaga (Good Golly, Miss Molly)",34,132933,0.337,0.857,2,-7.037,1,0.0662,0.188,3.22E-05,0.626,0.96,182.885,4
Mala Influencia,33,207720,0.556,0.964,0,-3.453,1,0.0738,0.0606,0.000495,0.253,0.521,94.031,4
Brand New Philosophy,32,157933,0.469,0.882,9,-5.093,1,0.0585,0.153,0,0.0903,0.967,168.019,4
Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini - Single Version,0,143733,0.814,0.427,2,-11.543,1,0.0918,0.558,0,0.0248,0.964,123.109,4
